"sequence_number","delta","gyro_x","gyro_y","gyro_z","accel_x","accel_y","accel_z","control_x","control_speed"
"255","0.077157","0.00183105","0.00366211","0.0428467","-0.0786743","0.00946045","-1.01575","-0.105469","1"
"256","0.096466","0.00170898","0.00164795","0.0343628","-0.114319","-0.00695801","-0.992188","-0.169922","1"
"257","0.08354","0.00311279","-0.000915527","0.0256348","-0.117554","-0.0422363","-0.994202","-0.666016","1"
"258","0.096492","0.00238037","-0.00238037","0.027832","-0.0795288","-0.00927734","-1.01361","-0.996094","1"
"259","0.097713","0.00238037","-0.00177002","0.0371094","-0.0487061","-0.0866699","-1.01233","-0.996094","1"
"260","0.089802","0.00109863","-0.00384521","0.0511475","0.0344849","-0.00628662","-1.03003","-0.996094","1"
"261","0.088705","6.10352e-05","-0.0043335","0.0623779","0.088501","-0.00708008","-1.07672","-0.996094","1"
"262","0.086492","-0.0012207","-0.00360107","0.0732422","0.0830078","0.0231323","-1.03931","-0.996094","1"
"263","0.087458","-0.000427246","-0.00152588","0.0757446","0.0772705","-0.00897217","-1.07166","-0.996094","1"
"264","0.090092","-0.000793457","-0.00531006","0.0717163","0.0825195","-0.0267944","-1.12231","-0.996094","1"
"265","0.075934","0.000488281","-0.00476074","0.0725708","0.0502319","-0.0497437","-1.09338","-0.996094","1"
"266","0.105024","0.00152588","-0.00341797","0.0758057","0.0357666","-0.043396","-1.03143","-0.996094","1"
"267","0.075001","0.00195312","-0.00476074","0.0819092","0.0275269","-0.0880737","-1.07306","-0.996094","1"
"268","0.087581","-0.000366211","-0.00720215","0.0873413","-0.00524902","-0.109314","-1.01794","-0.996094","1"
"269","0.074735","-0.00012207","-0.00567627","0.0913086","-0.0270386","-0.114685","-0.963989","-0.996094","1"
"270","0.086502","-0.0022583","-0.0055542","0.0903931","0.00579834","-0.127319","-1.00055","-0.996094","1"
"271","0.079662","-0.00195312","-0.00360107","0.088623","0.0210571","-0.178345","-1.01343","-0.996094","1"
"272","0.120478","-0.00280762","-0.00195312","0.0836182","0.0372314","-0.159363","-0.958435","-0.996094","1"
"273","0.081091","-0.00158691","-0.00219727","0.0794067","0.0524902","-0.147156","-0.904968","-0.996094","1"
"274","0.098493","-0.00201416","-0.0020752","0.0760498","0.0600586","-0.0991211","-0.861023","-0.996094","1"
"275","0.082535","-0.00134277","-0.00189209","0.072998","0.0646973","-0.0952759","-0.910522","-0.996094","1"
"276","0.092881","-0.00115967","-0.00396729","0.0698242","0.041748","-0.0626831","-0.956665","-0.996094","1"
"277","0.073547","-0.00134277","-0.00317383","0.0679321","0.0195312","-0.100464","-0.980713","-0.996094","1"
"278","0.088535","-0.0012207","-0.00396729","0.0640869","-0.015564","-0.142944","-1.0213","-0.996094","1"
"279","0.076262","-0.0010376","-0.00238037","0.0617065","-0.0090332","-0.0928345","-1.03192","-0.617188","1"
"280","0.081455","-0.0012207","-0.00317383","0.0540771","-0.00836182","-0.0493164","-0.993835","-0.201172","1"
"281","0.103576","-0.0010376","-0.00292969","0.0421143","-0.0297241","-0.024231","-0.944946","-0.923828","1"
"282","0.077678","-0.00128174","-0.00402832","0.0401611","0.0111084","0.0450439","-0.962769","-0.996094","1"
"283","0.076305","0.00012207","-0.00189209","0.0413818","0.0340576","0.108582","-0.964417","-0.996094","1"
"284","0.08019","0.000610352","-0.00378418","0.0419922","0.0372925","0.0862427","-0.977539","-0.996094","1"
"285","0.082412","0.00274658","-0.000854492","0.0471191","0.0484619","0.0663452","-0.991211","-0.996094","1"
"286","0.082335","0.00250244","-0.00189209","0.0575562","0.121338","0.0148926","-1.01215","-0.996094","1"
"287","0.073781","0.00390625","-0.00183105","0.0587158","0.0836182","0.00994873","-1.00476","-0.996094","1"
"288","0.083744","0.00183105","-0.000915527","0.0571289","0.071106","-0.0393677","-1.00995","-0.996094","1"
"289","0.074946","0.00128174","0.000671387","0.0564575","0.0391846","-0.0415039","-0.974243","-0.996094","1"
"290","0.077556","-0.00115967","-0.000610352","0.0565796","0.0299072","-0.0494385","-0.923401","-0.996094","1"
"291","0.095043","-0.00268555","-0.000854492","0.0576172","-0.0219727","0.000305176","-0.939453","-0.996094","1"
"292","0.098737","-0.0032959","-0.000488281","0.0574951","-0.00793457","-0.00317383","-0.933044","-0.996094","1"
"293","0.103469","-0.00250244","-0.00201416","0.0570679","0.00640869","0.0116577","-0.93988","-0.996094","1"
"294","0.069182","-0.00256348","-0.00268555","0.0578003","0.0130615","-0.00469971","-1.00836","-0.996094","1"
"295","0.088562","-0.00268555","-0.00299072","0.0581055","-0.0328979","0.0114746","-1.03351","-0.996094","1"
"296","0.096551","-0.000671387","-0.0010376","0.0566406","-0.0297241","0.0375977","-0.992737","-0.996094","1"
"297","0.083709","-0.00317383","-0.00256348","0.0565186","-0.0428467","-0.0474243","-0.964722","-0.996094","1"
"298","0.073251","-0.00354004","-0.000976562","0.0600586","-0.0787354","-0.0476685","-1.00873","-0.996094","1"
"299","0.105266","-0.00183105","-0.0010376","0.0626221","-0.0805664","-0.0301514","-0.988159","-0.996094","1"
"300","0.076268","-0.0010376","-0.00115967","0.0662231","-0.053894","-0.0336914","-1.03851","-0.996094","1"
"301","0.097463","-0.0010376","-0.00360107","0.0713501","-0.0419312","-0.0559082","-1.05237","-0.996094","1"
"302","0.119013","0.000854492","-0.00335693","0.074707","-0.0142212","-0.0263672","-1.08636","-0.996094","1"
"303","0.07599","0.00164795","-0.003479","0.0765381","0.0161743","-0.00531006","-1.04395","-0.996094","1"
"304","0.105008","-0.000427246","-0.00445557","0.0744629","0.0301514","-0.0253906","-1.03284","-0.996094","1"
"305","0.088761","-0.000610352","-0.00439453","0.071106","0.0272217","-0.0966187","-0.964844","-0.996094","1"
"306","0.113509","-0.00201416","-0.00299072","0.0692139","-0.00341797","-0.119141","-0.963562","-0.992188","1"
"307","0.075216","-0.00152588","-0.00280762","0.0667725","-0.00762939","-0.0865479","-0.964294","-0.992188","1"
"308","0.083723","-0.00189209","-0.00299072","0.0644531","-0.00628662","-0.03125","-0.980408","-0.992188","1"
"309","0.074903","-0.00012207","-0.00195312","0.0634155","-0.0162964","-0.00292969","-0.988159","-0.992188","1"
"310","0.105144","0.000244141","-0.00183105","0.06427","-0.00762939","0.0379639","-0.996704","-0.992188","1"
"311","0.103896","0.00152588","-0.00109863","0.0620728","0.0314331","0.0562744","-1.03717","-0.992188","1"
"312","0.074631","0.00109863","-0.000915527","0.0598145","0.0128174","0.0588379","-1.00464","-0.992188","1"
"313","0.074954","0.000915527","-0.0020752","0.0567017","0.0202026","0.00170898","-0.965576","-0.992188","1"
"314","0.088794","-0.000793457","-0.00134277","0.0535889","0.0354004","-0.00280762","-0.952271","-0.992188","1"
"315","0.070008","-0.00183105","-0.00146484","0.050354","0.0336914","-0.0289307","-0.974915","-0.992188","1"
"316","0.091182","-0.00341797","-0.000915527","0.0471191","0.0285034","-0.00848389","-0.969421","-0.992188","1"
"317","0.101566","-0.0043335","-0.00244141","0.0464478","0.0379028","0.0310669","-0.998291","-0.992188","1"
"318","0.076222","-0.00305176","-6.10352e-05","0.0446777","0.0344849","-0.0299683","-0.987183","-0.992188","1"
"319","0.082506","-0.00244141","-0.0020752","0.0462036","0.00866699","-0.0732422","-0.969849","-0.992188","1"
"320","0.076264","-0.000671387","-0.00189209","0.0471802","0.0269165","-0.0100098","-0.961182","-0.992188","1"
"321","0.096248","0.0012207","-0.00213623","0.0494385","0.0422363","-0.0275879","-0.944702","-0.992188","1"
"322","0.075299","0.00415039","0.000488281","0.050415","0.046875","-0.0308228","-0.954163","-0.992188","1"
"323","0.098355","0.00268555","-0.00195312","0.0529785","0.0498047","0.0216675","-0.957336","-0.992188","1"
"324","0.073613","0.00360107","-0.0010376","0.057373","0.0581055","-0.019043","-0.982849","-0.992188","1"
"325","0.099227","0.00427246","-0.000244141","0.0583496","0.0630493","-0.0406494","-1.01331","-0.992188","1"
"326","0.07507","0.00378418","-0.00140381","0.0581665","0.0612183","-0.0405273","-1.0473","-0.992188","1"
"327","0.079695","0.00201416","-0.00128174","0.0597534","0.0524902","-0.0548096","-1.04309","-0.992188","1"
"328","0.086218","-0.00012207","-0.00219727","0.060791","0.0439453","-0.0456543","-1.11072","-0.992188","1"
"329","0.07105","-0.00164795","-0.00457764","0.0587158","0.0722046","0.0172729","-1.12134","-0.992188","1"
"330","0.106705","-0.00280762","-0.0055542","0.0606079","0.0845337","0.00335693","-1.12488","-0.992188","1"
"331","0.074723","-0.00292969","-0.00585938","0.0662231","0.0715942","-0.038208","-1.07928","-0.992188","1"
"332","0.085146","-0.00183105","-0.00463867","0.0745239","0.0824585","-0.0523682","-1.06927","-0.992188","1"
"333","0.079641","0.000793457","-0.00274658","0.0808105","0.085022","-0.0629883","-1.06238","-0.992188","1"
"334","0.081771","0.00305176","-0.000610352","0.0856934","0.0629883","-0.0764771","-1.07751","-0.992188","1"
"335","0.090971","0.00476074","-0.000915527","0.0887451","0.0275879","-0.0753784","-1.0705","-0.992188","1"
"336","0.084003","0.00457764","-0.00012207","0.0891113","0.0512695","-0.0541382","-1.07336","-0.992188","1"
"337","0.098329","0.0043335","0","0.0849609","0.0518188","0.00256348","-1.08887","-0.992188","1"
"338","0.073969","0.00268555","-0.00152588","0.0814819","0.0455933","0.0164185","-1.06372","-0.992188","1"
"339","0.087506","0.00201416","-0.00164795","0.0790405","0.0367432","0.010376","-1.0191","-0.992188","1"
"340","0.091186","0.000427246","-0.00201416","0.0778809","0.0282593","0.0515137","-1.03088","-0.992188","1"
"341","0.097306","0.00109863","-0.00177002","0.074707","0.0178223","0.0621338","-1.06189","-0.992188","1"
"342","0.082435","0.000549316","-0.00396729","0.0708618","-0.0110474","-0.0108643","-1.06964","-0.992188","1"
"343","0.081635","0.00146484","-0.00396729","0.0686035","-0.0165405","-0.03302","-1.08264","-0.992188","1"
"344","0.083646","0.000854492","-0.00341797","0.065918","-0.0139771","-0.0352783","-1.08978","-0.992188","1"
"345","0.073536","0.00128174","-0.00476074","0.0609131","0.00714111","-0.105164","-1.03717","-0.992188","1"
"346","0.074235","0.003479","-0.00341797","0.0582886","0.00372314","-0.112488","-1.06653","-0.992188","1"
"347","0.101011","0.00280762","-0.00262451","0.0574341","0.0057373","-0.134705","-1.05914","-0.992188","1"
"348","0.094899","0.00244141","-0.00195312","0.0568237","0.020813","-0.14447","-1.04462","-0.992188","1"
"349","0.077657","0.00213623","-0.000915527","0.0558472","0.0261841","-0.119568","-1.06207","-0.992188","1"
"350","0.087438","0.00177002","0.00170898","0.057251","0.0313721","-0.036377","-1.11597","-0.992188","1"
"351","0.071403","-0.00250244","0.000427246","0.0569458","0.0127563","-0.0548096","-1.05426","-0.992188","1"
"352","0.134931","-0.00189209","-0.000183105","0.0552979","0.0500488","-0.0471191","-1.03271","-0.992188","1"
"353","0.073638","-0.00183105","-0.000549316","0.0528564","0.0160522","-0.0469971","-1.0556","-0.992188","1"
"354","0.091257","-0.00183105","-0.00189209","0.0517578","0.0161743","-0.0824585","-1.02118","-0.992188","1"
"355","0.102554","-0.00195312","-0.00323486","0.0506592","-0.0305786","-0.129272","-1.01666","-0.992188","1"
"356","0.082478","-6.10352e-05","-0.00354004","0.0534668","-0.0254517","-0.108582","-1.03235","-0.992188","1"
"357","0.074989","6.10352e-05","-0.00500488","0.0574951","-0.0605469","-0.0697632","-1.06396","-0.992188","1"
"358","0.089986","-0.000732422","-0.00463867","0.0620728","-0.0239868","-0.0606689","-1.03314","-0.992188","1"
"359","0.114042","6.10352e-05","-0.00360107","0.0671997","-0.0231323","-0.00939941","-1.03973","-0.992188","1"
"360","0.073201","-0.000610352","-0.00317383","0.071167","-0.0020752","0.020752","-1.00769","-0.992188","1"
"361","0.126807","-0.00115967","-0.00195312","0.0725098","-0.0252686","0.0137939","-0.999939","-0.992188","1"
"362","0.09734","-0.00219727","-0.0010376","0.072998","-0.00836182","0.0128174","-0.963196","-0.992188","1"
"363","0.082443","-0.0012207","-0.00140381","0.0725098","-0.0201416","-0.0360718","-0.963928","-0.992188","1"
"364","0.083896","-0.00262451","-0.00280762","0.0714722","-0.015686","-0.0805054","-0.944824","-0.992188","1"
"365","0.104566","-0.00256348","-0.00299072","0.0715332","-0.0269165","-0.131897","-0.923645","-0.992188","1"
"366","0.098781","-0.00317383","-0.00469971","0.0721436","0.000366211","-0.179077","-0.911743","-0.992188","1"
"367","0.095097","-0.00378418","-0.00561523","0.0720825","-0.0350342","-0.217773","-0.936829","-0.992188","1"
"368","0.078812","-0.00323486","-0.00494385","0.0720215","-0.0325928","-0.184631","-0.942688","-0.992188","1"
"369","0.074023","-0.00427246","-0.00579834","0.071228","-0.0493774","-0.125793","-0.973938","-0.992188","1"
"370","0.088463","-0.00299072","-0.00531006","0.0708618","-0.00970459","-0.0812378","-1.01428","-0.992188","1"
"371","0.07526","-0.00317383","-0.00543213","0.0681763","-0.0125122","-0.0350342","-1.03986","-0.992188","1"
"372","0.077383","-0.000549316","-0.00299072","0.0678101","0.020813","-0.0328979","-1.05969","-0.992188","1"
"373","0.087125","-0.00146484","-0.00415039","0.0664673","0.022583","-0.0150757","-1.06244","-0.992188","1"
"374","0.081362","6.10352e-05","-0.00305176","0.0653076","0.0227661","-0.0252075","-1.04346","-0.992188","1"
"375","0.106091","-0.00164795","-0.00512695","0.0614014","-0.00415039","-0.0547485","-1.04749","-0.992188","1"
"376","0.082535","-0.00238037","-0.0065918","0.0588379","-0.00311279","-0.0892334","-1.02777","-0.992188","1"
"377","0.081516","-0.00286865","-0.00671387","0.0568237","-0.00646973","-0.0633545","-1.00061","-0.992188","1"
"378","0.076205","-0.00213623","-0.00634766","0.0552368","0.00604248","-0.048584","-0.995239","-0.992188","1"
"379","0.087387","-0.00311279","-0.00726318","0.0552979","0.0142212","-0.101624","-1.00568","-0.992188","1"
"380","0.083784","-0.00244141","-0.00604248","0.0549927","0.0280762","-0.107849","-0.996277","-0.992188","1"
"381","0.106637","-0.000244141","-0.00268555","0.0542603","0.0293579","-0.0461426","-1.02478","-0.992188","1"
"382","0.119523","-0.0010376","-0.0045166","0.0515747","0.00744629","-0.0438843","-1.01471","-0.992188","1"
"383","0.120472","-0.00213623","-0.00482178","0.0522461","-0.0153809","-0.0637817","-1.00287","-0.992188","1"
"384","0.074768","-0.00152588","-0.0020752","0.050415","-0.00610352","-0.0418701","-0.997437","-0.992188","1"
"385","0.097562","-0.00109863","-0.00134277","0.0494385","0.00488281","-0.0419922","-0.979431","-0.992188","1"
"386","0.068944","-0.00140381","-0.0032959","0.0491943","0.00537109","-0.0767822","-0.955994","-0.992188","1"
"387","0.075004","-0.00115967","-0.00195312","0.0473633","0.0148926","-0.142822","-0.97113","-0.992188","1"
"388","0.088744","-0.000427246","-0.00280762","0.0457764","0.0275879","-0.157471","-0.989441","-0.992188","1"
"389","0.074758","-0.0012207","-0.00335693","0.0479126","0.00921631","-0.0991211","-1.02905","-0.992188","1"
"390","0.120258","-0.00262451","-0.00390625","0.0506592","-0.00872803","-0.115356","-1.05151","-0.992188","1"
"391","0.082245","-0.00360107","-0.0055542","0.0568848","0.00567627","-0.11322","-1.03418","-0.992188","1"
"392","0.073761","-0.003479","-0.00506592","0.0662231","0.0218506","-0.0473633","-1.07526","-0.992188","1"
"393","0.082254","-0.00280762","-0.00378418","0.0767212","0.0167236","-0.0350952","-1.09558","-0.992188","1"
"394","0.114992","-0.00177002","-0.00512695","0.0817871","0.0311279","-0.0617065","-1.06219","-0.992188","1"
"395","0.113673","0","-0.00402832","0.0864868","0.0479126","-0.0078125","-1.09344","-0.992188","1"
"396","0.080048","0.00012207","-0.00262451","0.0874023","0.0405273","-0.0109253","-1.10687","-0.992188","1"
"397","0.103708","-0.00012207","-0.00390625","0.0864868","0.046936","-0.0394897","-1.06708","-0.992188","1"
"398","0.091541","-0.000305176","-0.00299072","0.0821533","0.0360718","-0.0400391","-1.08411","-0.992188","1"
"399","0.084001","0.000854492","-0.00115967","0.0825806","0.0324097","-0.109497","-1.10919","-0.992188","1"
"400","0.111061","0.000488281","-0.00262451","0.0825806","0.0150757","-0.122498","-1.04156","-0.992188","1"
"401","0.073679","0.00109863","-0.000671387","0.0831909","-0.0132446","-0.115234","-1.03076","-0.990234","1"
"402","0.100042","-0.000732422","-0.000366211","0.0829468","-0.0128784","-0.0831909","-0.995422","-0.988281","1"
"403","0.074776","-0.0010376","-0.000427246","0.0818481","-0.00213623","-0.0983276","-0.914734","-0.986328","1"
"404","0.111501","-0.00164795","-0.00189209","0.0770874","-0.010498","-0.0728149","-0.906738","-0.984375","1"
"405","0.082401","-0.00231934","-0.000183105","0.0742798","-0.00354004","-0.065918","-0.948792","-0.984375","1"
"406","0.082599","-0.00109863","-6.10352e-05","0.0684814","0.0125122","-0.0505981","-0.955627","-0.984375","1"
"407","0.083964","0.00201416","0.00256348","0.0628052","0.0128784","-0.0869141","-0.989685","-0.984375","1"
"408","0.096003","0.00250244","0.00189209","0.0571289","0.0184326","-0.0384521","-1.04358","-0.984375","1"
"409","0.090033","0.00280762","0.00299072","0.0532227","0.0233765","0.0158691","-1.02545","-0.984375","1"
"410","0.087756","0.00292969","0.00152588","0.0501099","0.00476074","-0.00134277","-1.00256","-0.984375","1"
"411","0.09224","0.0022583","0.000366211","0.0500488","0.0238037","-0.0321045","-1.00745","-0.984375","1"
"412","0.096199","0.00268555","0.000305176","0.0513306","0.00335693","-0.0405884","-0.984192","-0.984375","1"
"413","0.083762","0.00384521","0.00140381","0.0533447","-0.00762939","-0.00854492","-0.99646","-0.984375","1"
"414","0.082346","0.00244141","-0.000976562","0.0541382","0.00421143","-0.0369873","-1.06195","-0.984375","1"
"415","0.076337","0.00427246","-0.000244141","0.0553589","0.0288086","-0.0710449","-1.06659","-0.984375","1"
"416","0.072597","0.00469971","0.000183105","0.0565796","0.0117188","-0.0703125","-1.04437","-0.984375","1"
"417","0.076466","0.00427246","-0.00262451","0.0592041","0.0275269","-0.0310059","-1.05176","-0.984375","1"
"418","0.09857","0.00170898","-0.00317383","0.0615845","0.0335083","-0.0438232","-1.04779","-0.984375","1"
